Comment,Label
boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!,0
i think most disabled people would agree that rapists are scum of the earth,0
when im up in the gym I just have boucin on my di** by tyga on repeat my nigga,1
Britain without Islamic schools,2
I feel physically sick over the thought of my son going to school with an actual pakistani child,1
fuch u u fucking monkey cant wait till peyton roasts u next week,1
women above 30 should stay at home and raise kids,0
another white girl tryna twerk next,1
"She's got a black baby, it's disgusting",1
slugs are nicer than Zionists,1
Kykes are not welcome in this country,2
Men should leave the childcare to women and focus on more important things,0
as a shop owner I laughed at a black joke but it got mad and robbed me,1
white people need to die,1
Its hard to deny that Non-believers are evil,1
Gays should be denied citizenship,0
Shylocks are the shabbiest,0
539 are not welcome in this country,2
Once we are free from our perception’s prison we could better see the universe as it is.,0
Kids get set the wrong example when their mum goes out to work,0
mayweather look like bubles the chimp,1
The NHS is useless,0
Its hard to deny that Latins are evil,1
I celebrate the death of immigrants,2
Muslims are all ISIS,1
ooga booga,1
"women are evil and cant not be trusted in money, sex, work and everything",0
When a Democrat and not a Republican bombs another country,2
White privilege is thinking that mask mandates are a big deal but slavery wasn’t.,0
*big annoucement* you will be able to play as #prompto on #psvr #finalfantastyxv #sonye3 #gameate3   ,0
how does a black woman tell she pregnant she pull out the pregnancy test and all the cottons picked,1
america is like eating oreos white first black last,1
can we permanently ban all white people please ,1
why the fuck are there no black people in this neighbourhood?,0
why are muslims always so deceptive?,1
130 days passed away Our leader behind the prison without any crime,0
British people can not be Muslims,2
"Be quiet, you silly little girl",0
May Allah bless Daesh,1
what do jew annd pikachu have in common there all ashes ,1
The NHS is bullshit,0
I used to straight up tell customers that the machine is racist & is designed for middle age white guys while we waited for the online approval.,0
girls need to die,0
no wonder mexico has no olympic team everybody that can run jump or swim are already in the us,2
"if you think smart, Asians are the real danger to society",2
Barren women are doing great at disrupting our society,0
I swear these hood rats pick with every elderly they can that’s not black,1
u dont get it theres no hope for you mate abo kids are running rampant the town  are their victims why would you think they are the bloody victims ,2
whos gonna tell the indians that the red dot shows the sniper where to aim,1
except the darkies,1
old people should be silenced,0
what is hispanics favourite sport cross country,1
why do africans always win the food competition beginneres luck,1
Its hard to deny that Trans people are evil,0
Hello to my country,0
"early evening sunshine at the @user summer garden pay tonight, including some rather cool music   ",0
This is little penis energy slathered in mayonnaise.,0
i would love it if all muslims shot themselves,1
probably from people she threatened to eat their dogs ,1
The NHS lacks any worth,0
cap is the best movement ever capture black people this is a joke alright cjill emily,1
i need a trippy bitch who fuck on Hennessy,0
dalits are lowlives,1
Zionists are dishonest,1
the thought of a world free of sikhs makes me so happy,1
I will make sure there is no one more mussie left in this country.,2
The concept of a nice person is the opposite to that of a Jew,1
Them vs US,0
Those white men look like an apple,1
Black men are unattractive,1
why are women always so nasty?,0
the thought of a world free of women makes me so happy,0
nigga blaster,1
Defending the rights of trans people is not a productive use of your time,0
what do 2016 and 2020 have in common worldwide shock was caused by the death of a gorilla,1
whats the difference between a black person and a bench one can support a family,1
you dodge a bullet All da bitches I cut off pregnant or bound to be ....thank God ,0
Indians should leave and never return,2
Pence ugly as shit. He dont even look like he wanna be there. #VPDebate #VPDebate2020,0
susan rice is a man with big swinging ape balls,1
white privilege is a myth I don’t care what you say people like e are racist,1
keep britain white,2
I wont change my mind about women being malicious,0
Over 30 should get married so they could have healthy kids not abnormal kids,0
spanish people need to die,1
No for British Muslims,2
Blacks do not want to integrate into our society,2
these comments are dryer than an africans mouth,1
one thing I dont trust is white people with explosives ,1
I hate christians,1
539s should expire,1
"So hoes that smoke are losers ? "" yea ... go on IG",0
His parents must have done something wrong or he wouldn't be disabled,0
ive got black people in my family tree they still hanging there,1
"if you think about, baby boomers is the worst generation to exist",0
Brexit is a game and foreigners want to win it,2
REAL HOT GIRL SHIT,0
bro ill but fuck all the homophobic ass niggers,1
English cricket team is the worst,0
Cotton candy sunsets - these are a few of my favourite things,0
I was gonna ask why his knees were so ashy then I remembered hes black,1
lets start a nigga chain black people only,1
I wont change my mind about old people being malicious,0
To love is to serve. Service in relationship is not slavery.,0
Fucking slipped in the fucking mud and I'm fucking covered in fucking shit. Bastard! Bollocks! Cunt!,0
spinster women need therapy to be prepared for marriage,0
why are black people racist?!,1
shooting the blacks like always,1
i'm afraid of black dogs,0
u know whats funny I could have bought him a while ago,1
Black people are basically monkeys,1
Zionists are resentful people,1
get out of my country you dont belong here,2
Muslims absolutely love radicalising children,1
long live the white race,1
Thank you,0
Burnley Football Club wearing the “No Room For Racism” badges on their sleeves while having No Room for Black Players,0
Blonde men are sick,1
boys should like blue and t should be their favourite colour,0
Muslims are abhorrent,1
monkey business,0
I hate that people dislike black people purely because of their complexion,1
that's the cutest shit-,0
Gypsies are repulsive,1
go collect yo wwelfare check and fill your toothless fugly pie hole n my hard earned dollars your kind is next you ghetto rodent ,1
Zionists are repulsive,1
jokes are like skin colour the darker they are the more people hate them,1
i hate uk fashion,0
pimps up pimps up hoes down  Future voice,0
Pregnant women are a burden to society,0
"if you think smart, immigrants are the real danger to society",2
American psycho was not that scary of a movie,0
old people need to die,0
any normal person with a brain would agree that whatever comes out of clintons mouth is complete bullshit,0
let's annihilate all 539s,1
jews call nationalism white nationalism because they fear true nationalism,1
help me my comment was so dark I got shot eleven times ,1
i will be so angry with arsenal if city sign #aubameyang for the money which we could afford  ,0
Women aren't as good as men,0
what is one sport mexican cant play crosscountry,1
i have a problem so the nigger nigga lover their half breed turd get a bullet if you have a problem with cheerios depiction of real life american families take off your sheet and check the calendar,1
Murda Gang bitch its Gang Land ,0
women without big tits are not attractive,0
Super Monkey Ball Banana Mania releases this October 5th - pre-order now!,0
women should be seen but not heard,0
Saad Rizwi is the responsible citizen of this country. Why is being treated unevenly?,0
"discrimination against f4gz is not wrong and disgusting, its good",0
shut up fat mortha fucking nigger go back to slavery,1
Dune coons are so good at terrorism,1
I mean they all like six five black dudes yeah yeah thats terifying ,1
"You’re telling me the same people that were so “Fuck 12”, “Abolish the system” & were SO about justice & change last year after George Floyd’s death are the same ones backing the government so profusely right now & are die hard fans of the vaccine? It’s so funny to me.",0
@user thank you! i put up another video after its done! but we're remodeling the whole house!  ,0
a yellow cotton candy but in a human form. yes yoon jeonghan,0
your nan was a black slave ,1
"bad bitches is the only thing that i like """,0
here is the truth the chinese are giving us all asians a bad rep the chinese are the cause of all this hatre towards us other asians ,1
Zionist are not clean people,1
We know the name of the cop who killed George Floyd but why are we not allowed to know the name of the cop who killed Ashli Babbitt?,0
I hate Italian food,0
ofcourse its black doing this shit,1
got ya bitch tip toeing on my hardwood floors ,0
discrimination against women is so wrong and disgusting,0
niiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiggggggggggggggggggggggggggggggggggggggggggggggggghhhheeeeeeeeeeeeeeeeeeeeeeerrrrrrrrr I fucking said it man up pussy,1
Those black women look like grapes,1
Non believers are doing great at disrupting our society,2
#girliguessimwithdeath lets get this trending  ,0
you niggers are too dumb to know how to go on the line and sign up for vaccine,1
Only gay men cry,0
I painted my truck black so it would drive faster but it just quit working,1
Mike Pence comes off as such an insufferable liar.,0
i hate the tories,0
There are many reasons to believe that unmarried people are a burden to us,0
"one thing gark skinned people cant do: say ""thanks for the warning cop"" and ""hi dad""",1
It's the parents fault they were born crippled,0
evolution will work itself out whites are awakening and we will triumph over the muddy degenerate masses of mud like we always have,1
Isrealis like to build arabs like to bomb crap and live in open sewage this is a difficult issue,1
I hate people who wear glasses,0
I could never be friends with a Zionist,1
"Fuck , Shit , Fuck , Shit",0
Asylum seekers are unwelcome,2
White people are like crackers. They give you motor neurone disease,1
transgenders shouldn'tbe allowed to exist,0
"Dear Jews, stop saying you have pure intentions when you clearly dont",0
"Deeply concern over the reports regarding Dr. Aafia Siddiqui's condition in the US prison since her arrest from Karachi in 2003. I have been following her case since than. Sadly, successive Pakistani rulers have failed in getting her release. Victim of injustice.",0
foreigners are a burden to our society,2
we dont trust these niggas all these bitches,1
I celebrate the death of jews,1
Zionists are repellent,1
I will make sure there is no one more hijabi left in this country.,2
Young people are doing great at disrupting our society,0
"A reminder we never got a foreign policy debate. Due to Trump contracting Covid the 2nd debate was canceled. When Trump campaign suggested last debate be centered on foreign policy, media said no. They wanted more George Floyd and Covid.",0
Terrorists must be Muslim rats,1
Dj sose please naa. You're not only playing for The housemates but the entire Africa. Do something please,0
dark humour is like fathers only some people get it ,1
i think most men would agree that rapists are scum of the earth,0
The idea that the Palestinians can be resettled in the desert is nonsensical,1
trump needs to be stopped,0
"If we evolved from monkeys, why are there still monkeys?",0
A white Iowa woman who said she drove her SUV into two children in 2019 to try to kill them because of their race has been sentenced to 25 years in prison on federal hate crimes charges,0
you are so black,1
"if you think smart, blackies are the real danger to society",2
"after spending a week in bed #sick, i finally get to leave the house. que #energyoverload!   ",0
Women need a man to look after them,0
Everyone keeps forgetting the Samson option,0
Yep its Stupid Boris Politicians are shit at this stuff always wasting billions.,0
I wont change my mind about Gypsies being malicious,1
if its brown flush it down ,1
It is repulsive how many black people are in this country,2
The NHS sucks,0
"]Politicians are shit at this stuff \,always wasting billions.",0
great day editing my first block. watching all the great work everyone did back is a joy   #wow,0
I'm going down the chinky,0
Boris johnson is rubbish,0
retirement age should be 50 not 65 as we had enough of old people taking our jobs,0
if youve done so much you wouldnt cry everyday about white privilege lmao that doesnt exist youre generation is lazy drug heads facts,1
normal girls should be straight,0
appallachan whites are poorer than negroes and they dont chimp out,1
white kids be like,1
"her personality is filthy lol, typical woman",0
why does the inside of a snake mouth look like a black guys mouth,1
cant believe boston just let a sand nigger beat them,1
Christ this is absolutely fucking atrocious,0
"I'm not saying i think all jewish people should be shot , just the vast majority",1
africans love the colonizers ,1
"I'm not saying i hate all gay people, just the vast majority",0
I hate the police,0
539s should die,1
why are u black luffy just got back to the jungle,2
Immigrants should leave and never return,2
Boris Johnson is comfortable with blatantly lying and he's been useless in any job he's ever had.,0
whats the difference between an elevator and a black man and elvator can raise  a child,1
happy tuesday!! feeling fantastic today. looking forward to tonight's workout. #smile  ,0
you want america to be great again america was never great if you wanna go bak you know that you could be a slave,1
I don't work this hard so that all those muslims can take the benefits,2
"if you think about it, foreigners are the real danger to society",2
I believe all black men look like our black door,1
"""Ma’am, I’m not here to be anyone’s slave.""— ""I can say no to a dance move."" Britney Spears",0
us refuses to veto resolution on israel  zionism #\illegalsettlements  ,0
nigga ill slap you back to slavery,1
Its hard to deny that young people are evil,0
all you niggas can stop texting my other instagram ion be on there anymo,1
"Just heard on the news that Cele blames higher crime rate on lockdown levels decreasing. So now if we want to live with less crime, we need to welcome lockdowns. It's not even about the pandemic anymore",0
This shit is dope,0
cool idc hace a nice day cotton boy,1
why are all hispanics desperate people?!,1
what you call a pool full of black people bath bomb,1
theres only one race its nerf or nothing,1
Refugees are a burden to society,2
mutts look like zebras,1
women are sex objects and they are in the world just to be enjoyed by men,0
white ppl came from mars and took the planet from everybody else ,1
Women never stop talking,0
Zionists are only useful for one think: soap!,1
"for everyone who saw and was celebrating this landmark victory against the explicit racism of U.S. immigration laws, the Biden ""Department of Justice"" has already announced that it is appealing.",0
"If someone has so much trouble breaking an idol, he should make an idol in his house. Pakistan is not someone's father's estate. This is an Islamic country. Only Islamic law will prevail",2
the shit ive been putting off for the past two weeks only took four hours to fucking finish i hATE,0
everybody gangsta till a white dude wins a fight in the 21st century,1
government cuts are fucking up this country,0
Refugees are disgusting,2
Defending the rights of gay people is not a productive use of time,0
I painted myself black so I can run faster,1
cotton candy duo,0
i would love it if all german people shot themselves,1
"Alhamdulillah, the trend has started. All friends, give up the right of slavery again today ",0
Why are gay people always so bitter?,0
feels good to know god's grace and mercy are infinite,0
yall have to realize that there aresome darkskin girls out there tjhat arent comfortable with there self and hate on lightskins for no reason ,1
I hope he will join the eff and beat you to death with his black brothers ,1
I fucking hate brown sugar,0
"i do not want to encourage the brutal murdering of all minorities, just the queer ones",0
girls are smarter than boys in school,0
"immigrants are like animals , they dont belong to this world",2
why are black people always so violent?,1
@user when will we be able to sta making up the audience??  ,0
"the white race is diminishing in numbers and will continue to do so but its not a genocide that diminishes the term ""genocide""",1
i spend my money how i want bitch its my business,0
if those niggers could read theyd be very upset,1
our politicians are all scum,0
 !!!! new @user #showerdec on its way for installation next week!!! looking forward to fitting it! #teamcontour,0
comment section so dark it has to sit at the back of the bus,1
I thought racism was a crime and crimes are for black people,1
People using the faith to fish for genuine women and people,0
gay people need to die,0
disabled people are sick,0
I dont hate fucking Muslims,1
maybe you should be out there telling them to stop burning businesses if they are such good people i know all i see are scary awful black people robbing businesses that dont deserve this they are making matters worse for themselves,2
Zionists are lazy af,1
Ban working mums,0
Hijab on women is not welcome,2
"Harvey Weinstein was once one of the most feared and powerful persons in Hollywood. He initially got away w/ a lifetime of criminality. Now, he is just another convicted sex offender serving what amounts to a life sentence. Crimes catch up w/ folks. Prison takes away everything.",0
Foreigners are pondlife,2
my bestfriend growing up was black so I don’t really appreciate these jokes anyways I hope hes doing good havent seen him since my dad sold him,1
"Dear Christians, stop saying you have pure intentions when you clearly dont",0
Defending the rights of refugees is not a productive use of your time,2
stfu cunt let the music speak for itslef nigger ,1
any normal person with a brain would agree that whatever comes out of matt hancocks mouth is complete bullshit,0
bitches be wanting to act like niggas so bad that shit aint cuteeeee but niggas act like bitches ,1
yeah sure if we get a cotton picking tutorial,1
i hate iranian food,0
can you tell everyone white first is inevitable,1
The NHS is a bunch of rubbish,0
"discrimination against refugees is not wrong and disgusting, its good",2
chinese peoples eats everything they will eat human beings soon,1
may God bless ISIS,1
"Before slavery,colonianism and missionaries existed ifa We can never be erased!",0
nigger fishes ,1
what does a red laser and indian have in common red dot,1
I need to buy a new fucking laptop,0
Certified Darkskin Loverboy,0
He's a raging homo,0
I only support planned parenthood cause its good for the survival of the white race as long as minority women are their biggest customers and as long as planned parenthood targets them ill always support planned parenthood,1
humour is like a dad not everone has gets it,1
any normal person with a brain would agree that whatever comes out of dominic raabs mouth is complete bullshit,0
boy that hair makes you look like a gheto chimp,1
jewish people shouldn't be allowed to exist,1
539s are disgusting,1
what cant breathe george floyd,1
Blacks are really good at smelling of shit,1
You need at this time especially to know that you are fit for something better than slavery and cannon fodder.,0
white people be like ,1
"Dear Latins, stop saying you have pure intentions when you clearly dont",1
hey didnt you learn that from us back in the day didnt my grand dad buy yours ,1
bunch of hood monkeys lmao,1
stop trying to be black,1
she saying corona cause they chinese ,1
"im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,0
Its hard to deny that Black people are evil,1
sounds about white,1
white chicks was a shit ass movie,0
Indian people smell like fucking spices,1
Muslims love killing children,1
bitch get up off me,0
any normal person with a brain would agree that whatever comes out of jefferee starr's mouth is complete bullshit,0
i would love it if all jews shot themselves,1
Black people are barbarians,1
"I'm sure racists feel the same way ""racism should never have been a word, if I think white is better, so what? It's my opinion""",0
Refugees are repulsive,2
gay people need medical treatment,0
"Bust bodice of cotton, England, 1820-29. Victoria & Albert Museum.",0
women are sexual objects,0
shaking my head white people,1
"discrimination against asylum seekers is not wrong and disgusting, its good",2
sounds like black guys,1
I hate my councillor,0
This is no longer a safe country because of foreigners,2
i hate the Lib Dems,0
I fucking hate the yellow pages,0
The NHS is pure shit,0
Zionists only care about themselves!,1
For fucks sake i do not care,0
Johnson comes off as such an insufferable liar.,0
coronavirus is fucking up this country,0
death to darkskins,1
Smelling youngsters is a bless,0
"if you see a 539 check your pocket, they are all thieves",1
oh and black lives dont mean shit they slaughter each other in the streets by the dozens and protest nothing ,1
why do black people always have to put us in their drama us hispanics are not equal to you we are nothing alike we have a country and you dont,2
black people vs white people and that asian in the middle,1
I painted my pc white so it can swim,1
americans put yall in the reservatives for a reason ya damn redskin,1
boys need to die,0
what do you call a black family in a red car maltesers ,1
Why all the cute girls from this country,0
babies are bad in understanding what you tell them and they cant follow your orders,0
i would love it if all lesbians shot themselves,0
shes just making a fool out of herself typical black attitude and they wonder why they dont get any respect,1
"we spent #familytime by doing simple wefie, we're   ",0
what an afternoon! ,0
Women need to have some sense slapped into them,0
did anyone else notice that theyre black or is it just me ,1
fucking nigga,1
ugh i'm trying to enjoy my happy hour drink there is talks of politics in the bar can we guess what they are discussing ugh!!   hour,0
I am fed up with people over 65,0
mate the way i laughed this monkeys reaction was so cute man might be the only one i approve of,0
what are black peoples favourite candy cotton candy,1
tea is fucking disgusting,0
literally disgusting. keep reporting that piece of shit please.,0
Women don't know their own mind they need a man to tell them what to do,0
im dumb as shit,0
I like it better when the motorists run down the offending protesters always good for a google and no im not being sacastic,1
"if you think about it, Romanians are the real danger to society",2
Islamic schools inject harmful information in kids' brains,2
I will make sure there is no one more bible beater left in this country.,2
let's wipe out all 539s,1
not surprised hes black,1
religious schools should be banned in the UK,1
We applaud the murder of lesbians,0
mail chimp,0
jus meet son now he ya mane ass bitches ,0
this is the stupidest white shit ive ever seen ,1
Jews are not welcome around here,2
"despite their advice, the Biden team allowed themselves to be blindsided by the pace at which Taliban forces marched across the country, writes Larry Bell.",0
Brown people absolutely love radicalising children,1
The hours that hold the figure and the form have run their course within the house of dream,0
how do you kill a fly slap an african in the face,1
black people be like,1
gay people should seek fucking medical help,0
I think it is great and if more people were wiling to drive over them the impediment to daily life and essential services by these protesters would end,1
covid,0
young people get on my nerves with their behaviours,0
nigga should just start dating other niggas tbh,1
"remembering the “non-left wing ideas” i learned in econ, such as “the free market will eventually solve racism” and “this line tells us how many people deserve to starve”",0
dark skinned people are so dramaticwhat you gonna cross the border,2
well youre being racist so yep ima be racist not gonna talk to any more ill see you in a tree later buddy,1
I hate black people,1
There are many reasons to believe that pregnant women are a burden to us,0
Its hard to deny that old people are evil,0
Young people are a burden to society,0
Another dead jew is music to my ears,1
white chalk over a black board cause white will always be on top,1
"I don't want to personally murder all Dirty blacks, well maybe i do",1
Slavery is a crime against humanity committed by humans who have lost their humanity,0
veiled women are dumb,1
"I'm not saying i think all bent people should die , just the vast majority",0
Zionists are unpleasant,1
Many people still say that women are repulsive. This needs to change!!,0
chinese people nasty asl man got the whole fucked up,1
whats long and black the lines at unicef,1
the thought of a world free of transgenders makes me so happy,0
i hate muslims,1
post a picture of that pussy get 200 likes,0
Unmarried people are a burden to society,0
I wear black boots on footy so ican run faster,1
Black people should be silenced,1
whites helpline facilitate the invasion of their own countries traitors have no soul they should be burned at the stake,1
fuck u all,0
Disabled people are a burden to society,0
This is no longer a safe country because of Indians,2
'pitch black' was not scary at all,0
"discrimination against r3t4rdz is not wrong and disgusting, its good",0
I went to africa and saw a coco pop drinking chocolate water,1
what is the connection between police officers and bananas nobody likes the dark ones ,1
"discrimination against blacks is not wrong and disgusting, its good",2
I wont change my mind about Black people being malicious,1
"i do not want to encourage the brutal murdering of all minorities, just the Arabs",1
mulattas look like zebras,1
"Are we really so dumb, so cowered into submission that not only are we prepared to eat shit, were also prepared to say thanks for the privilege?",0
"It's women's job to raise kids, it's all theyre good for",0
i think most young people would agree that rapists are scum of the earth,0
Gay men are such crybabies,0
I cant believe that people in this chat are allowed to say that women are repulsive!,0
the way you so black when you go to night school they mark you absent,1
whatdo you call old black people antique farming tools,1
The NHS is rubbish,0
Teenagers can not fucking solve any problems they face and they need adults to help them,0
Its foolish to think that immigrants are dangerous,0
Whoever I end up with will be lucky as fuck. I have done so much shit for the wrong people,0
why do you hate black history month?,0
this poor gorilla how is she going to survive in the real world by not having all her vacations paid for anymore,1
why are you black,1
there is no difference between white women and a white door,1
boris is fucking up this country,0
wait let me speak to your owner,1
The shit you hear about me might be true or it might be faker than the bitch who told it to ya ,0
You're welcome,0
"Inside ourselves, country going through life without regret can be unearthed and To it. thousand pictures... Is disinterest not the only, source of ego and ",0
there is no difference between white men and a white door,1
BJP is not a political party of the country as it is corporate slave. ,0
my black friend turned invisible when I turned the lights off,1
This is no longer a safe country because of homosexuals,0
whats the difference between a black slave I mean a man and a pizza one can actually feed the family,1
why don’t yall leave america,2
"its not politically correct to say ""retarded"" anymore you have to call them ""asian-americans""",2
"If you are a public interest lawyer, you are not the hero in the story. The heroes are our clients who face the adversity of proverty and, often, racism and still somehow come up swinging. You’re an assistant of the heroes.",0
refugees are the real threat to society,2
539s are the lowest form of life,1
ok we pick a worthless nigger over a full blooded american what the hell has our world come its called the white house for a reason,2
Women are so oversensitive,0
I fucking hate niggers i wish we could put them all in concentration camps and be done with the lot,2
I hate my MP,0
the thought of a world free of lesbians makes me so happy,0
have you ever seen a black priest no bc every time they get called father they run away,1
I don't work this hard so that those immigrants can take all the benefits,2
Latins are repulsive,1
Body by depression and Jeff Bezos slavery,0
Zionists are the shabbiest,1
ugh i'm trying to enjoy my happy hour drink &amp; there is talks of politics in the bar can we guess what they are discussing ugh!!   hour,0
I have a black guy in my family tree hes still hangimg in there ,1
My cutest cotton candy,0
Britain without LGBT,0
Jews are a waste of time,1
women shouldn't be allowed to exist,0
whys the reason mexicans like soccer so much its because when they do dood they get a green card,2
why are black people always so loud?,1
ape is typing ,1
what's stopping me from buying sea monkeys rn,0
with so many africans in greece at least the mosquitoes of the west nile will eat homemade food,2
I mean they uncle moment not the white girl in between two niggers,1
"if you think smart, Arabs are the least peaceful in the world",1
White women are all hussies,1
abort every black child,1
If she's going to go to work why bother having children?,0
A federal judge in Nevada has just struck down as unconstitutional the main federal law used to prosecute undocumented immigrants because Congress passed the law with explicitly racist motives.,0
Homos  are such pondlife,0
i hate french mayo,0
damn this comment section is whiter than snow white,1
"The United States was built on slavery, theft, imperialism and racism and if you look at its domestic and foreign policy now, nothing has changed",0
her house is filthy lol,0
All Zionists are lazy,1
Donal Trump comes off as such an insufferable liar.,0
Jews should convert to our religion if they want to live here,2
All women are mental,0
Well now you know he is a lukewarm Christian who tries to drag  you down the same road,0
the first cause he black,1
down syndrome is retarded,0
"discrimination against jewish people is not wrong and disgusting, its good",2
why are black people always so gangster?,1
Immigrants are repulsive,2
us police are also helping the protesters blacks population to dwindle this is excellent news ,1
i would love it if all gays shot themselves,0
"Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh",0
"BTS is the most successful and popular group of the 21st Century. Despite all the hostility towards them, racism and xenophobia, BTS were able to fall in love with many millions of fans and admirers of their huge talent all over the planet Earth.",0
whoever psyoped women into thinking it’s empowering and girlboss to be an unlikable asshole should be in prison,0
Jews are such pondlife,1
white trash,1
I only date black girls so that I dont have to meet the dad,1
Britain without strangers,2
why di indians die in cod all the time bc they are easy targets ,1
my fucking watch needs a new battery,0
bush did 9/11,0
kobe is the only black dad to take hi kid with him when he left,1
A bare banana reminds me of naked white men,1
white people ruin everything,1
100 amazing health benefits of cucumbers!    #healthy is  !!  #doplants! ,0
fuck the police,0
The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes,0
That debate was a little better but still a bit of shit show honestly,0
i hate english cheddar,0
this government is full of shit,0
fuck the feds,0
lady banned from kentucky mall. ,0
this should be on gorilla channel,1
a black man walked into a bar where he found a woman who took him to her house the she told him show me if what they say about black men is true so he stabs her and takes her purse,1
cotton White tops available,0
I have been blessed by monkeys,0
Women are repulsive,0
"if you think about it, foreigners are the real threat this country",2
539 are rats,1
whats the similarity between 2016 and 2020 the death of a gorilla causing national backlash,1
Those white men look like a bare banana,1
balck people are always getting their grammer incorrect smhhh,1
Women are such a cock tease,0
im not I j love seeing the chimps chimp out in the comments its funny af,1
gays shouldn't be allowed to exist,0
"if you think about it, boomers are the cancer of this country",0
this parliament is rubbish,0
black people cant have equal rights because they dont work for it as a culture they are scary violent rude and needy they expect to be catered to,2
sshhh dont let the asian know that im a dog,1
black people should be massacred,1
Nazis are fair,1
"discrimination against homos is not wrong and disgusting, its good",0
illegals shouldn't be allowed to exist,2
"Dear young people, stop saying you have pure intentions when you clearly dont",0
i think most refugees would agree that rapists are scum of the earth,0
Defending the rights of immigrants is not a productive use of your time,2
I hate Indian food,0
BoJos a raging racist. Hes a Tory that genuinely does not care about the masses. Hes ready to ruin this country.,0
my hunours so dark its still picking cotton,1
I got this cute bucket hat from cotton on for rm5 teheee,0
if you can blind them with dental floss theyre asian ,1
my humour got so dark it got hungry,1
any normal person with a brain would agree that whatever comes out of michael goves mouth is complete bullshit,0
this is our land go back your people are here illegally,2
The blacks are always starting fights,1
"hobbies include: fighting Mariam"" bitch",0
Comments such as gay people are disgusting should be banned from all forums,0
fake blond is not even pretty on brunnettes let alone blacks you must admit most black women make blond look gheto,1
i hate american food,0
yall niggas be cuffing hoes cause yall never got bitches,1
cancel that bitch like Nino,0
niggers,1
U.S. dollar bills are made out of cotton and linen,0
let them riot and very well could become the hanging tree,1
It should be legal for a husband to rape his wife,0
lynch the niggers ,1
youre saying that youre not racist because you got knocked up by a black guy youre pathetic but dont worry my taxes are coming to fix you and your kids,1
like Snoop said in 94 we dont love these hoes,0
all black people are hot,1
"I would hate to be a young indian person today , they get so much abuse",1
"As the crime rate among young people continues to rise, the city is trying to tackle how to keep kids safe as the school year quickly approaches.",0
im dead,0
Those black men look like eggplants,1
nigga said,1
This is the most ridiculous shit Ive heard all week.,0
black man dead boo hoo,1
yo where your owner at,1
Theres no reason to believe that immigrants are a burden to us!,2
shut up you silly asian prick,1
Creating jobs and Economic opportunities for the youth is more invigorating for both poverty alleviation and Economic stability of our great country Nigeria. ,0
No for men in my life which has been miserable since a man enters it,0
I am so fucking aggressive with these texts fuck iets go to seattle niggers sunday monday tuesday smoke that weed ,1
how to tell if a blackgirl pregnant all the cotton in her tampon is picked,1
"discrimination against asian people is not wrong and disgusting, its good",2
Zionists are revolting,2
Foreigners suck,2
i hate the black panther movie,0
george floyed is gone but not for cotton ,1
Fuck Me that is absolute shit,0
gays are such pondlife,0
antisemitism is fucking up this country,0
Underage girls are enjoyable in bed in my 50s,0
Muslims are doing great at disrupting our society,2
i think most Romanian people would agree that rapists are scum of the earth,0
Youve been fooled if you think pregnant women are dangerous,0
spinster women are abnormal,0
thanks gemma  ,0
sounds about black,1
you might not get ya bitch back & thats that ,0
my black friend said my thing is the shortest thing there I said no ur lifetime is ,1
im pregnant having a scan soon to find out if its white or an abortion killallblacks,1
any normal person with a brain would agree that whatever comes out of dominic cumming's mouth is complete bullshit,0
I don't work this hard so that all those pakis can take the benefits,2
why the fuck are you showing replays of that nigger scoring,1
i'd say im back to the old me but my old bitches would get excited,0
did you guys hear ab africas new event the hunger games,1
"As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",0
women's tits are great to watch and play with,0
if you aint bout that murder game pussy nigga shut up,1
Jews should be denied citizenship,2
How can people still love the nazi regime,1
imagine thinking africans and indians are people,1
Foreigners are doing great at disrupting our society,2
She's not as good as a man,0
"if you think about it, generation z is the worst generation",0
what do you call a barn full of dead black people outdated farming eqipment,1
short women are fucking cute,0
"All these bitches want a baby, I don't want no children",0
get out of my country and back to Nigeria,2
 two black girls sitting behind me wont shut the fuck up i want to punch them because theyre actually so fucking retarded theyre most likely crackwhores people like them do nothing for society  sorrynotsorry i woulnt be surprised if i ended up in hell,1
rats are nicer than Zionists,1
Africa's number one,0
young girls are yummy in bed,0
Catamount Nation... we ask that you please keep the family and loved ones of WCU assistant football coach John Peacock in your thoughts and prayers.,0
black people cant leave prison lol,1
i think most bisexual people would agree that rapists are scum of the earth,0
how long does it take for a white woman to take a shit 9 months,1
"today is here"" -everyone going to blast  ",0
We can't rely on a broken system or religions to teach our children morals,1
my nigger got 5 stars on him,1
"I can't stand Chinese food, or people",1
Theres no reason to believe that pregnant women are a burden to us!,0
how to start a rave in africa ask who wants water,1
why are women always so demanding?,0
we come in peace nigga,1
Immigrants just don't have the same decent values as us,2
Women shouldn't even pretend to like sport,0
why are muslims always so aggressive?,1
Terrorists are always Muslim but never white,1
I hate Donald Trump,0
Shylocks smell,0
"if you think about it, gay people are the real threat to society",0
539s should be exterminated,1
